Building,ROOM,Type,Dept,Class,Title,Meeting_Dates,Meeting Days,Meeting_Times,Room_Capacity,Max_Enrl,Actual_Enrl,,,
SEH,107,CL,GENERAL POOL CLASSROOM,WR 523,MFA CORE WORKSHOP NONFICTION,Sep 26-Dec 10,T,1730-2110,24,12,15,,,
SEH,107,CL,GENERAL POOL CLASSROOM,HON 407,SEM: STORMWATER MANAGEMENT,Sep 26-Dec 10,TR,1000-1150,24,22,20,,,
SEH,107,CL,GENERAL POOL CLASSROOM,CS 399,SPST: ORNT TO COMP PRAC-LECII,Sep 26-Dec 10,TR,1200-1350,24,24,14,,,
SEH,107,CL,GENERAL POOL CLASSROOM,LING 136,SPEAKING/LISTENING LEVEL 3,Sep 26-Dec 10,TR,1400-1550,24,22,19,,,
SEH,107,CL,GENERAL POOL CLASSROOM,PS 407/ 507,SEM: CONFLICT & ENVRNMNT,Sep 26-Dec 10,W,1600-1830,24,0,5,,,
,,,,,,,,,,,,,,
NH,47,CL,GENERAL POOL CLASSROOM,WR 323,WRITING AS CRITICAL INQUIRY,Sep 26-Dec 10,MW,1400-1550,25,25,24,,,
NH,47,CL,GENERAL POOL CLASSROOM,WR 212,INTRO FICTION WRITING,Sep 26-Dec 10,MW,1840-2030,25,25,17,,,
NH,47,CL,GENERAL POOL CLASSROOM,LING 101,PRE-ENTRY GRAMMAR/WRITING,Sep 26-Dec 10,MWF,0900-1120,25,20,12,,,
NH,47,CL,GENERAL POOL CLASSROOM,RUS 301,THIRD-YEAR RUSSIAN TM1,Sep 26-Dec 10,MWF,1130-1235,25,25,8,,,
NH,47,CL,GENERAL POOL CLASSROOM,RUS 101,FIRST-YEAR RUSSIAN TM1,Sep 26-Dec 10,MWF,1245-1350,25,25,16,,,
NH,47,CL,GENERAL POOL CLASSROOM,LING 170,SKILLS ENHANCEMENT,Sep 26-Dec 10,R,1200-1350,25,20,22,,,
NH,47,CL,GENERAL POOL CLASSROOM,LING 170,SKILLS ENHANCEMENT,Sep 26-Dec 10,T,1200-1350,25,20,22,,,
NH,47,CL,GENERAL POOL CLASSROOM,AR 301,THIRD-YEAR STANDARD ARABIC TM1,Sep 26-Dec 10,TR,1000-1150,25,25,11,,,
NH,47,CL,GENERAL POOL CLASSROOM,SPAN 301H,THIRD-YEAR SPANISH/HERITAGE,Sep 26-Dec 10,TR,1400-1550,25,15,15,,,
NH,47,CL,GENERAL POOL CLASSROOM,WR 212,INTRO FICTION WRITING,Sep 26-Dec 10,TR,1640-1830,25,25,22,,,
NH,47,CL,GENERAL POOL CLASSROOM,USP 654,DATA ANALYSIS II,Sep 26-Dec 10,W,1600-1830,25,25,9,,,
,,,,,,,,,,,,,,
NH,358,CL,GENERAL POOL CLASSROOM,SYSC 413/ 513,HOLISTIC STRATEGIES PROB SOLV,Sep 26-Dec 10,MW,1640-1830,25,25,12,,,
NH,358,CL,GENERAL POOL CLASSROOM,RUS 150,BEGINNING FLAGSHIP RUSSIAN TM1,Sep 26-Dec 10,MWF,0745-0850,25,25,7,,,
NH,358,CL,GENERAL POOL CLASSROOM,SPAN 303,THIRD-YEAR SPANISH,Sep 26-Dec 10,MWF,0900-1005,25,25,15,,,
NH,358,CL,GENERAL POOL CLASSROOM,RUS 325,PHONETICS & PHONOLOGY,Sep 26-Dec 10,MWF,1015-1120,25,25,14,,,
NH,358,CL,GENERAL POOL CLASSROOM,GER 414/ 514,ADVANCED GERMAN GRAMMAR,Sep 26-Dec 10,MWF,1130-1235,25,25,14,,,
NH,358,CL,GENERAL POOL CLASSROOM,HEB 301,THIRD-YEAR MOD HEBREW:RDGS TM1,Sep 26-Dec 10,MWF,1245-1350,25,25,5,,,
NH,358,CL,GENERAL POOL CLASSROOM,LING 170,SKILLS ENHANCEMENT,Sep 26-Dec 10,R,1200-1350,25,20,23,,,
NH,358,CL,GENERAL POOL CLASSROOM,LING 170,SKILLS ENHANCEMENT,Sep 26-Dec 10,T,1200-1350,25,20,20,,,
NH,358,CL,GENERAL POOL CLASSROOM,RUS 441U,RUSSIAN LIT IN TRANS,Sep 26-Dec 10,TR,1000-1150,25,25,12,,,
NH,358,CL,GENERAL POOL CLASSROOM,AR 411/ 511,ADVANCED ARABIC,Sep 26-Dec 10,TR,1400-1550,25,25,8,,,
NH,358,CL,GENERAL POOL CLASSROOM,SYSC 551/ 651,DISC MULTIVAR MODLNG,Sep 26-Dec 10,TR,1640-1830,25,25,13,,,
NH,358,CL,GENERAL POOL CLASSROOM,WR 200,WRITING ABOUT LIT,Sep 26-Dec 10,TR,1840-2030,25,25,24,,,
,,,,,,,,,,,,,,
NH,362,CL,GENERAL POOL CLASSROOM,SPAN 325,PHONETICS & PHONOLOGY,Sep 26-Dec 10,MW,1640-1830,25,25,19,,,
NH,362,CL,GENERAL POOL CLASSROOM,SPAN 301,THIRD-YEAR SPANISH,Sep 26-Dec 10,MWF,0900-1005,25,25,15,,,
NH,362,CL,GENERAL POOL CLASSROOM,ENG 104,INTRO TO FICTION,Sep 26-Dec 10,MWF,1015-1120,25,25,24,,,
NH,362,CL,GENERAL POOL CLASSROOM,RUS 411/ 511,ADVANCED RUSSIAN,Sep 26-Dec 10,MWF,1130-1235,25,25,22,,,
NH,362,CL,GENERAL POOL CLASSROOM,GER 301,THIRD-YEAR GERMAN TM1,Sep 26-Dec 10,MWF,1245-1350,25,25,14,,,
NH,362,CL,GENERAL POOL CLASSROOM,MTH 510,TOP: CRITICAL MATH ED ISSUES,Sep 26-Dec 10,R,1600-1830,25,17,18,,,
NH,362,CL,GENERAL POOL CLASSROOM,RUS 150,BEGINNING FLAGSHIP RUSSIAN TM1,Sep 26-Dec 10,TR,0800-0950,25,25,7,,,
NH,362,CL,GENERAL POOL CLASSROOM,SPAN 301,THIRD-YEAR SPANISH,Sep 26-Dec 10,TR,1000-1150,25,25,22,,,
NH,362,CL,GENERAL POOL CLASSROOM,GER 301,THIRD-YEAR GERMAN TM1,Sep 26-Dec 10,TR,1200-1350,25,25,14,,,
NH,362,CL,GENERAL POOL CLASSROOM,LING 136,SPEAKING/LISTENING LEVEL 3,Sep 26-Dec 10,TR,1400-1550,25,22,20,,,
NH,362,CL,GENERAL POOL CLASSROOM,RUS 457,RUSSIAN IN MAJOR TM1,Sep 26-Dec 10,WF,0745-0850,25,25,6,,,
,,,,,,,,,,,,,,
NH,366,CL,GENERAL POOL CLASSROOM,WR 323,WRITING AS CRITICAL INQUIRY,Sep 26-Dec 10,MW,0815-1005,25,25,21,,,
NH,366,CL,GENERAL POOL CLASSROOM,SPAN 301,THIRD-YEAR SPANISH,Sep 26-Dec 10,MW,1640-1830,25,25,13,,,
NH,366,CL,GENERAL POOL CLASSROOM,SPAN 302,THIRD-YEAR SPANISH,Sep 26-Dec 10,MWF,1015-1120,25,25,12,,,
NH,366,CL,GENERAL POOL CLASSROOM,AR 304,INTERMDT COM SPOKEN ARABIC TM1,Sep 26-Dec 10,MWF,1130-1235,25,25,14,,,
NH,366,CL,GENERAL POOL CLASSROOM,RUS 421/ 521,TOPICS IN CONTEMP RUS CULTURE,Sep 26-Dec 10,MWF,1245-1350,25,25,10,,,
NH,366,CL,GENERAL POOL CLASSROOM,FR 427/ 527,19TH CENT FRENCH LIT,Sep 26-Dec 10,MWF,1400-1505,25,25,11,,,
NH,366,CL,GENERAL POOL CLASSROOM,WR 323,WRITING AS CRITICAL INQUIRY,Sep 26-Dec 10,TR,0800-0950,25,25,21,,,
NH,366,CL,GENERAL POOL CLASSROOM,PER 101,FIRST-YEAR PERSIAN TM1,Sep 26-Dec 10,TR,1000-1150,25,25,14,,,
NH,366,CL,GENERAL POOL CLASSROOM,WR 323,WRITING AS CRITICAL INQUIRY,Sep 26-Dec 10,TR,1200-1350,25,25,21,,,
NH,366,CL,GENERAL POOL CLASSROOM,CHN 311,INTRO CLASSICAL CHINESE,Sep 26-Dec 10,TR,1400-1550,25,25,13,,,
,,,,,,,,,,,,,,
NH,386,CL,GENERAL POOL CLASSROOM,SPHR 584,ASMT TRT LANG: BIRTH-5,Sep 26-Dec 10,MW,0900-1050,25,25,23,,,
NH,386,CL,GENERAL POOL CLASSROOM,WR 333,ADVANCED COMPOSITION,Sep 26-Dec 10,MW,1400-1550,25,25,23,,,
NH,386,CL,GENERAL POOL CLASSROOM,JPN 301,THIRD-YEAR JPN: SPK&LISTEN TM1,Sep 26-Dec 10,MW,1640-1830,25,25,15,,,
NH,386,CL,GENERAL POOL CLASSROOM,SPAN 301,THIRD-YEAR SPANISH,Sep 26-Dec 10,MWF,1130-1235,25,25,11,,,
NH,386,CL,GENERAL POOL CLASSROOM,PH 299,SPST: WORKSHOP FOR PH 211,Sep 26-Dec 10,R,1200-1350,25,10,10,,,
NH,386,CL,GENERAL POOL CLASSROOM,ITP 514,ED FOR EQUITY & SOCIAL JUSTICE,Oct 27-Dec 08,R,1630-2030,25,25,23,,,
NH,386,CL,GENERAL POOL CLASSROOM,ITP 514,ED FOR EQUITY & SOCIAL JUSTICE,Oct 01-Nov 19,S,0900-1500,25,25,23,,,
NH,386,CL,GENERAL POOL CLASSROOM,LING 170,SKILLS ENHANCEMENT,Sep 26-Dec 10,T,1200-1350,25,20,8,,,
NH,386,CL,GENERAL POOL CLASSROOM,CHN 301,THIRD-YEAR CHINESE TM1,Sep 26-Dec 10,TR,1000-1150,25,25,9,,,
NH,386,CL,GENERAL POOL CLASSROOM,AR 101,FIRST-YEAR STANDARD ARABIC TM1,Sep 26-Dec 10,TR,1400-1550,25,25,22,,,
,,,,,,,,,,,,,,
SEC,163,CL,GENERAL POOL CLASSROOM,CH 284,GEN CHEM WORKSHOP I,Sep 26-Dec 10,F,1300-1450,25,10,10,,,
SEC,163,CL,GENERAL POOL CLASSROOM,WR 323,WRITING AS CRITICAL INQUIRY,Sep 26-Dec 10,MW,1400-1550,25,25,6,,,
SEC,163,CL,GENERAL POOL CLASSROOM,MS 111,BASIC LEADERSHIP SKILLS,Sep 26-Dec 10,T,1300-1350,25,25,4,,,
SEC,163,CL,GENERAL POOL CLASSROOM,PHE 522/ 622 SOPH 03,HEALTH & SOCIAL INEQUALITIES,Sep 26-Dec 10,T,1600-1830,25,25,5,,,
SEC,163,CL,GENERAL POOL CLASSROOM,SWAH 101,FIRST-YEAR SWAHILI TM1,Sep 26-Dec 10,TR,1000-1150,25,25,5,,,
,,,,,,,,,,,,,,
SRTC,108,CL,GENERAL POOL CLASSROOM,ELP 525,STUDENT SRVCS IN HIGHER ED,Sep 26-Dec 10,M,1840-2120,25,25,16,,,
SRTC,108,CL,GENERAL POOL CLASSROOM,SPED 417,INTRO TO SPECIAL EDUCATION,Sep 26-Dec 10,MW,1400-1550,25,25,14,,,
SRTC,108,CL,GENERAL POOL CLASSROOM,WR 323,WRITING AS CRITICAL INQUIRY,Sep 26-Dec 10,MWF,1015-1120,25,25,23,,,
SRTC,108,CL,GENERAL POOL CLASSROOM,ENG 300,WIC: INTRO TO THE ENGLISH MAJ,Sep 26-Dec 10,MWF,1130-1235,25,25,25,,,
SRTC,108,CL,GENERAL POOL CLASSROOM,ELP 550,ADV LDRSHIP FOR SUSTAINABILITY,Sep 26-Dec 10,T,1600-1830,25,25,20,,,
SRTC,108,CL,GENERAL POOL CLASSROOM,WS 301,WIC: GENDR & CRITICAL INQ,Sep 26-Dec 10,TR,1000-1150,25,25,23,,,
SRTC,108,CL,GENERAL POOL CLASSROOM,WR 333,ADVANCED COMPOSITION,Sep 26-Dec 10,TR,1400-1550,25,25,25,,,
,,,,,,,,,,,,,,
SRTC,162,CL,GENERAL POOL CLASSROOM/ BIOLOGY,PH 299,SPST: WORKSHOP FOR PH 211,Sep 26-Dec 10,F,1200-1350,25,10,6,,,
SRTC,162,CL,GENERAL POOL CLASSROOM/ BIOLOGY,WR 323,WRITING AS CRITICAL INQUIRY,Sep 26-Dec 10,M,1400-1550,25,25,23,,,
SRTC,162,CL,GENERAL POOL CLASSROOM/ BIOLOGY,SPHR 530,CLINIC MANAGEMENT,Sep 26-Dec 10,MW,0900-1050,25,25,23,,,
SRTC,162,CL,GENERAL POOL CLASSROOM/ BIOLOGY,SPHR 584,ASMT TRT LANG: BIRTH-5,Sep 26-Dec 10,MW,1100-1250,25,25,22,,,
SRTC,162,CL,GENERAL POOL CLASSROOM/ BIOLOGY,ITP 510,TOP: FOUNDATIONS OF LITERACY,Sept 29-Dec 01,R,1630-2030,25,25,20,,,
SRTC,162,CL,GENERAL POOL CLASSROOM/ BIOLOGY,ITP 510,TOP: FOUNDATIONS OF LITERACY,Oct 08-Oct 29,S,0900-1500,25,25,20,,,
SRTC,162,CL,GENERAL POOL CLASSROOM/ BIOLOGY,ITP 515,FND CULT & LING RESP PRAC SECD,Oct 04-Dec 06,T,1630-1815,25,25,18,,,
SRTC,162,CL,GENERAL POOL CLASSROOM/ BIOLOGY,BI 450/ 550,PHYLOGENETIC BIOLOGY,Sep 26-Dec 10,TR,1000-1150,25,18,18,,,
SRTC,162,CL,GENERAL POOL CLASSROOM/ BIOLOGY,WR 410/ 510,TOP: EDITORIAL THEORY,Sep 26-Dec 10,TR,1200-1350,25,16,13,,,
SRTC,162,CL,GENERAL POOL CLASSROOM/ BIOLOGY,WR 323,WRITING AS CRITICAL INQUIRY,Sep 26-Dec 10,TR,1400-1550,25,25,24,,,
SRTC,162,CL,GENERAL POOL CLASSROOM/ BIOLOGY,BI 438/ 538,PLANT CHEMICAL BIOLOGY,Sep 26-Dec 10,W,1400-1630,25,20,5,,,
SRTC,162,CL,GENERAL POOL CLASSROOM/ BIOLOGY,WS 315,WIC: FEMINIST ANALYSIS,Sep 26-Dec 10,W,1730-2110,25,25,25,,,
,,,,,,,,,,,,,,
SRTC,166,CL,GENERAL POOL CLASSROOM,UNST 421,CAP: LEADERSHIP AND MENTORING,Sep 26-Dec 10,F,1000-1250,25,16,13,,,
SRTC,166,CL,GENERAL POOL CLASSROOM,CH 284,GEN CHEM WORKSHOP I,Sep 26-Dec 10,F,1300-1450,25,10,10,,,
SRTC,166,CL,GENERAL POOL CLASSROOM,UNST 421,CAP: LINK GENRATNS COMM & AGNG,Sep 26-Dec 10,M,1640-2000,25,18,13,,,
SRTC,166,CL,GENERAL POOL CLASSROOM,WR 460/ 560,INTRO TO BOOK PUBLISHING,Sep 26-Dec 10,MW,1000-1150,25,16,15,,,
SRTC,166,CL,GENERAL POOL CLASSROOM,CHN 411/ 511,ADVANCED CHINESE,Sep 26-Dec 10,MW,1200-1350,25,25,2,,,
SRTC,166,CL,GENERAL POOL CLASSROOM,WR 412,ADV FICTION WRITING,Sep 26-Dec 10,MW,1400-1550,25,16,18,,,
SRTC,166,CL,GENERAL POOL CLASSROOM,JPN 304,THIRD-YR JPN: READ&WRITE TM1,Sep 26-Dec 10,TR,1000-1150,25,25,23,,,
SRTC,166,CL,GENERAL POOL CLASSROOM,WR 222,WRITING RESEARCH PAPERS,Sep 26-Dec 10,TR,1400-1550,25,25,23,,,
SRTC,166,CL,GENERAL POOL CLASSROOM,JPN 304,THIRD-YR JPN: READ&WRITE TM1,Sep 26-Dec 10,TR,1640-1830,25,25,18,,,
SRTC,166,CL,GENERAL POOL CLASSROOM,JPN 301,THIRD-YEAR JPN: SPK&LISTEN TM1,Sep 26-Dec 10,TWRF,0900-0950,25,25,18,,,
SRTC,166,CL,GENERAL POOL CLASSROOM,CH 284,GEN CHEM WORKSHOP I,Sep 26-Dec 10,W,1600-1800,25,10,6,,,
,,,,,,,,,,,,,,
NH,238,CL,GENERAL POOL CLASSROOM,CS 305,SOC/ETH/LGL IMPLCTNS COMPUTNG,Sep 26-Dec 10,F,1130-1320,26,15,15,,,
NH,238,CL,GENERAL POOL CLASSROOM,PH 059,WORKSHOP LEADER,Sep 26-Dec 10,M,1200-1500,26,15,6,,,
NH,238,CL,GENERAL POOL CLASSROOM,ELP 528,LEADRSHIP IN POSTSECONDRY ED,Sep 26-Dec 10,M,1600-1830,26,25,13,,,
NH,238,CL,GENERAL POOL CLASSROOM,CI 581,ISSUES IN EDUCATION,Sep 26-Dec 10,R,1600-1830,26,25,13,,,
NH,238,CL,GENERAL POOL CLASSROOM,ELP 508,WKSP: PACE ORIENTATION,OCT 06-Nov 10,R,1840-2120,26,25,22,,,
NH,238,CL,GENERAL POOL CLASSROOM,ELP 527,LEGAL ISSUES IN HIGHER ED,OCT 01-Dec 03,S,0900-1200,26,25,18,,,
NH,238,CL,GENERAL POOL CLASSROOM,LING 538,SECOND LANGUAGE ACQUISITION,Sep 26-Dec 10,TR,1000-1150,26,25,18,,,
NH,238,CL,GENERAL POOL CLASSROOM,WR 222,WRITING RESEARCH PAPERS,Sep 26-Dec 10,TR,1200-1350,26,26,21,,,
NH,238,CL,GENERAL POOL CLASSROOM,CCJ 515/ 615,THEORIES OF CRIME & JUSTICE,Sep 26-Dec 10,TR,1400-1550,26,19,14,,,
NH,238,CL,GENERAL POOL CLASSROOM,UNST 421,CAP: ENV JUSTICE AND SALMON,Sep 26-Dec 10,W,1000-1250,26,18,14,,,
NH,238,CL,GENERAL POOL CLASSROOM,SPED 523,COMP INDIV ASSMNT & CURR II,Sep 26-Dec 10,W,1300-1550,26,25,18,,,
NH,238,CL,GENERAL POOL CLASSROOM,ELP 536,POSTSECONDARY CURRICULUM,Sep 26-Dec 10,W,1600-1830,26,25,12,,,
,,,,,,,,,,,,,,
SRTC,104,CL,GENERAL POOL CLASSROOM/ PHYSICS,WR 214,INTRO NONFICTION WRITING,Sep 26-Dec 10,MW,0815-1005,26,25,11,,,
SRTC,104,CL,GENERAL POOL CLASSROOM/ PHYSICS,PH 321,CURRENT ELECTRICITY,Sep 26-Dec 10,MW,1015-1205,26,24,3,,,
SRTC,104,CL,GENERAL POOL CLASSROOM/ PHYSICS,PH 378U/ SCI 355U,WIC: SCI THRU SCI FI,Sep 26-Dec 10,MW,1400-1550,26,25,25,,,
SRTC,104,CL,GENERAL POOL CLASSROOM/ PHYSICS,WR 121,COLLEGE WRITING,Sep 26-Dec 10,MW,1640-1830,26,20,20,,,
SRTC,104,CL,GENERAL POOL CLASSROOM/ PHYSICS,PH 445/ 545,MICROELECT DEVICE FAB I,Sep 26-Dec 10,MW,1840-2030,26,15,8,,,
SRTC,104,CL,GENERAL POOL CLASSROOM/ PHYSICS,WR 121,COLLEGE WRITING,Sep 26-Dec 10,MWF,1245-1350,26,20,19,,,
SRTC,104,CL,GENERAL POOL CLASSROOM/ PHYSICS,CH 384,ORG CHEM WORKSHOP I,Sep 26-Dec 10,R,1200-1350,26,12,10,,,
SRTC,104,CL,GENERAL POOL CLASSROOM/ PHYSICS,UNST 421,CAP: ANIMAL GRNTS-SHELTER PETS,Sep 26-Dec 10,T,1200-1350,26,16,16,,,
SRTC,104,CL,GENERAL POOL CLASSROOM/ PHYSICS,PH 617,QUANTUM MECHANICS,Sep 26-Dec 10,TR,1000-1150,26,24,24,,,
SRTC,104,CL,GENERAL POOL CLASSROOM/ PHYSICS,PH 104,EXPER INVESTIGATIONS,Sep 26-Dec 10,TR,1400-1550,26,24,22,,,
SRTC,104,CL,GENERAL POOL CLASSROOM/ PHYSICS,IT 301,THIRD-YEAR ITALIAN TM1,Sep 26-Dec 10,TR,1600-1750,26,25,15,,,
,,,,,,,,,,,,,,
UTS,310,CL,GENERAL POOL CLASSROOM,LING 409/ 509,PRACTICUM: COMMUNITY ESL,Sep 26-Dec 10,F,1000-1200,26,11,6,,,
UTS,310,CL,GENERAL POOL CLASSROOM,ETM 347U,INTRODUCTION TO PRODUCT DESIGN,Sep 26-Dec 10,MW,0815-1005,26,30,29,,,
UTS,310,CL,GENERAL POOL CLASSROOM,CFS 491,CONCEPTUAL FOUNDATIONS IN CFS,Sep 26-Dec 10,MW,1015-1205,26,30,31,,,
UTS,310,CL,GENERAL POOL CLASSROOM,LING 477/ 577,TESOL METHODS I,Sep 26-Dec 10,MW,1400-1550,26,26,16,,,
UTS,310,CL,GENERAL POOL CLASSROOM,FR 101,FIRST-YEAR FRENCH TM1,Sep 26-Dec 10,MW,1840-2030,26,28,18,,,
UTS,310,CL,GENERAL POOL CLASSROOM,COUN 596,FOUND SCHOOL COUNSLG,Sep 26-Dec 10,R,1600-1830,26,25,14,,,
UTS,310,CL,GENERAL POOL CLASSROOM,PHE 410/ 510/ SOPH 03,TOP: PUBLIC HEALTH NUTRITION,Sep 26-Dec 10,T,1730-2110,26,30,10,,,
UTS,310,CL,GENERAL POOL CLASSROOM,ENG 448,MJR FIG: PHILLIP K. DICK,Sep 26-Dec 10,TR,1000-1150,26,30,11,,,
UTS,310,CL,GENERAL POOL CLASSROOM,CR 307,CONFLICT MANAGEMENT SKILLS,Sep 26-Dec 10,TR,1200-1350,26,30,28,,,
UTS,310,CL,GENERAL POOL CLASSROOM,COUN 576,PARENTS/FAM/COMM SCH,Sep 26-Dec 10,W,1600-1830,26,25,14,,,
,,,,,,,,,,,,,,
BDWY,219,CL,GENERAL POOL CLASSROOM,SPAN 203,SECOND-YEAR SPANISH TM3,Sep 26-Dec 10,MW,1640-1830,28,28,17,,,
BDWY,219,CL,GENERAL POOL CLASSROOM,SPAN 101,FIRST-YEAR SPANISH TM1,Sep 26-Dec 10,MWF,0745-0850,28,28,23,,,
BDWY,219,CL,GENERAL POOL CLASSROOM,SPAN 201,SECOND-YEAR SPANISH TM1,Sep 26-Dec 10,MWF,0900-1005,28,28,23,,,
BDWY,219,CL,GENERAL POOL CLASSROOM,SPAN 203,SECOND-YEAR SPANISH TM3,Sep 26-Dec 10,MWF,1015-1120,28,28,17,,,
BDWY,219,CL,GENERAL POOL CLASSROOM,INTL 407/ 407H,SEM: GLOBAL FOOD SYSTEMS,Sep 26-Dec 10,MWF,1245-1350,28,25,21,,,
BDWY,219,CL,GENERAL POOL CLASSROOM,LING 144,ACADEMIC READNG NONNATIVE SPKR,Sep 26-Dec 10,MWF,1400-1505,28,20,16,,,
BDWY,219,CL,GENERAL POOL CLASSROOM,SPAN 101,FIRST-YEAR SPANISH TM1,Sep 26-Dec 10,TR,0800-0950,28,28,27,,,
BDWY,219,CL,GENERAL POOL CLASSROOM,FR 411/ 511,ADVANCED FRENCH,Sep 26-Dec 10,TR,1000-1150,28,25,19,,,
BDWY,219,CL,GENERAL POOL CLASSROOM,WS 377U,TOP:FEM SPIRITLTY-THE GODDESS,Sep 26-Dec 10,TR,1200-1350,28,20,22,,,
BDWY,219,CL,GENERAL POOL CLASSROOM,HON 403,WIC: THESIS: PROSPECTUS,Sep 26-Dec 10,TR,1400-1550,28,28,27,,,
BDWY,219,CL,GENERAL POOL CLASSROOM,SPAN 203,SECOND-YEAR SPANISH TM3,Sep 26-Dec 10,TR,1640-1830,28,28,18,,,
BDWY,219,CL,GENERAL POOL CLASSROOM,FR 201,SECOND-YEAR FRENCH TM1,Sep 26-Dec 10,TR,1840-2030,28,28,10,,,
,,,,,,,,,,,,,,
BDWY,224,CL,GENERAL POOL CLASSROOM,RUS 101,FIRST-YEAR RUSSIAN TM1,Sep 26-Dec 10,MWF,0900-1005,28,28,13,,,
BDWY,224,CL,GENERAL POOL CLASSROOM,LING 142,ADVANCED ENGLISH GRAMMAR,Sep 26-Dec 10,MWF,1015-1120,28,20,20,,,
BDWY,224,CL,GENERAL POOL CLASSROOM,LAT 201,SECOND-YEAR LATIN TM1,Sep 26-Dec 10,MWF,1130-1235,28,28,13,,,
BDWY,224,CL,GENERAL POOL CLASSROOM,LING 134,READING LEVEL 3,Sep 26-Dec 10,MWF,1245-1350,28,20,16,,,
BDWY,224,CL,GENERAL POOL CLASSROOM,TUR 201,SECOND-YEAR TURKISH TM1,Sep 26-Dec 10,MWF,1400-1505,28,28,6,,,
BDWY,224,CL,GENERAL POOL CLASSROOM,SPAN 201,SECOND-YEAR SPANISH TM1,Sep 26-Dec 10,TR,0800-0950,28,28,25,,,
BDWY,224,CL,GENERAL POOL CLASSROOM,LING 116,SPEAKING/LISTENING LEVEL 1,Sep 26-Dec 10,TR,1000-1150,28,22,16,,,
BDWY,224,CL,GENERAL POOL CLASSROOM,SPAN 101,FIRST-YEAR SPANISH TM1,Sep 26-Dec 10,TR,1200-1350,28,28,28,,,
BDWY,224,CL,GENERAL POOL CLASSROOM,SPAN 102,FIRST-YEAR SPANISH TM2,Sep 26-Dec 10,TR,1400-1550,28,28,26,,,
BDWY,224,CL,GENERAL POOL CLASSROOM,ASL 101,FIRST-YEAR ASL TM1,Sep 26-Dec 10,TR,1640-1830,28,28,28,,,
BDWY,224,CL,GENERAL POOL CLASSROOM,ASL 201,SECOND-YEAR ASL TM1,Sep 26-Dec 10,TR,1840-2030,28,28,23,,,
BDWY,224,CL,GENERAL POOL CLASSROOM,BA 522,COMMUNICATIONS FOR LEADERS,Sep 28-Oct 26,W,1730-1910,28,20,20,,,
BDWY,224,CL,GENERAL POOL CLASSROOM,BA 522,COMMUNICATIONS FOR LEADERS,Sep 28-Oct 26,W,1930-2110,28,25,25,,,
,,,,,,,,,,,,,,
NH,458,CL,GENERAL POOL CLASSROOM,SPAN 103,FIRST-YEAR SPANISH TM3,Sep 26-Dec 10,MW,1640-1830,28,28,21,,,
NH,458,CL,GENERAL POOL CLASSROOM,FR 101,FIRST-YEAR FRENCH TM1,Sep 26-Dec 10,MWF,0900-1005,28,28,23,,,
NH,458,CL,GENERAL POOL CLASSROOM,HEB 201,SECOND-YEAR MODERN HEBREW TM1,Sep 26-Dec 10,MWF,1015-1120,28,28,9,,,
NH,458,CL,GENERAL POOL CLASSROOM,SPAN 101,FIRST-YEAR SPANISH TM1,Sep 26-Dec 10,MWF,1130-1235,28,28,28,,,
NH,458,CL,GENERAL POOL CLASSROOM,SPAN 101,FIRST-YEAR SPANISH TM1,Sep 26-Dec 10,MWF,1400-1505,28,28,27,,,
NH,458,CL,GENERAL POOL CLASSROOM,SPAN 202,SECOND-YEAR SPANISH TM2,Sep 26-Dec 10,TR,0800-0950,28,28,11,,,
NH,458,CL,GENERAL POOL CLASSROOM,GER 101,FIRST-YEAR GERMAN TM1,Sep 26-Dec 10,TR,1000-1150,28,28,20,,,
NH,458,CL,GENERAL POOL CLASSROOM,PER 201,SECOND-YEAR PERSIAN TM1,Sep 26-Dec 10,TR,1200-1350,28,28,14,,,
NH,458,CL,GENERAL POOL CLASSROOM,LING 147,UNDERSTANDING ACADEMIC LECTURE,Sep 26-Dec 10,TR,1400-1550,28,22,16,,,
NH,458,CL,GENERAL POOL CLASSROOM,SPAN 101,FIRST-YEAR SPANISH TM1,Sep 26-Dec 10,TR,1640-1830,28,28,28,,,
NH,458,CL,GENERAL POOL CLASSROOM,SPAN 101,FIRST-YEAR SPANISH TM1,Sep 26-Dec 10,TR,1840-2030,28,28,27,,,
,,,,,,,,,,,,,,
PKM,205,CL,GENERAL POOL CLASSROOM,UNST 421C,CAP: SCI INQ OUTDOORS,Sep 26-Dec 10,M,1245-1505,28,24,14,,,
PKM,205,CL,GENERAL POOL CLASSROOM,CHN 201,SECOND-YEAR CHINESE TM1,Sep 26-Dec 10,MTWRF,0900-0950,28,28,9,,,
PKM,205,CL,GENERAL POOL CLASSROOM,SPAN 201,SECOND-YEAR SPANISH TM1,Sep 26-Dec 10,MW,1640-1830,28,28,25,,,
PKM,205,CL,GENERAL POOL CLASSROOM,SPAN 201,SECOND-YEAR SPANISH TM1,Sep 26-Dec 10,MW,1840-2030,28,28,11,,,
PKM,205,CL,GENERAL POOL CLASSROOM,SPAN 102,FIRST-YEAR SPANISH TM2,Sep 26-Dec 10,MWF,1130-1235,28,28,27,,,
PKM,205,CL,GENERAL POOL CLASSROOM,JPN 201,SECOND-YEAR JAPANESE TM1,Sep 26-Dec 10,R,1730-1920,28,28,13,,,
