Building,ROOM,Type,Dept,Class,Title,Meeting_Dates,Meeting Days,Meeting_Times,Room_Capacity,Max_Enrl,Actual_Enrl,,,
,,,,,,,,,,,,,,
SH,120,CL,GENERAL POOL CLASSROOM/ COTA,ARCH 100,INTRODUCTION TO ARCHITECTURE,Sep 26-Dec 10,MWF,1015-1120,150,120,118,,,
SH,120,CL,GENERAL POOL CLASSROOM/ COTA,PHE 325U,NUTRITION FOR HEALTH,Sep 26-Dec 10,TR,1200-1350,150,150,146,,,
,,,,,,,,,,,,,,
CH,53,CL,GENERAL POOL CLASSROOM/ SOE - GEOL,SOC 507/ 607,SEM: PROFESSIONALIZATION SEMNR,Sep 26-Dec 10,F,1200-1300,162,40,17,,,
CH,53,CL,GENERAL POOL CLASSROOM/ SOE - GEOL,G 200,FIELD STUDIES: COAST,Sep 30-Sep 30,F,1400-1505,162,53,34,,,
CH,53,CL,GENERAL POOL CLASSROOM/ SOE - GEOL,WR 474/ 574,PUBLISHING STUDIO,Sep 26-Dec 10,MW,1200-1350,162,16,8,,,
CH,53,CL,GENERAL POOL CLASSROOM/ SOE - GEOL,WR 475/ 575,PUBLISHING LAB,Sep 26-Dec 10,MW,1200-1350,162,55,40,,,
CH,53,CL,GENERAL POOL CLASSROOM/ SOE - GEOL,G 201,DYNAMIC EARTH: INTERIOR,Sep 26-Dec 10,MWF,0900-0950,162,162,88,,,
CH,53,CL,GENERAL POOL CLASSROOM/ SOE - GEOL,ME 488,DESIGN OF EXPERIMENT,Sep 26-Dec 10,R,1000-1150,162,150,90,,,
CH,53,CL,GENERAL POOL CLASSROOM/ SOE - GEOL,LING 170,SKILLS ENHANCEMENT,Sep 26-Dec 10,R,1200-1350,162,120,22,,,
CH,53,CL,GENERAL POOL CLASSROOM/ SOE - GEOL,ME 491,DESIGN PROCESS,Sep 26-Dec 10,T,1000-1150,162,150,103,,,
CH,53,CL,GENERAL POOL CLASSROOM/ SOE - GEOL,LING 170,SKILLS ENHANCEMENT,Sep 26-Dec 10,T,1200-1350,162,120,19,,,
CH,53,CL,GENERAL POOL CLASSROOM/ SOE - GEOL,BI 207,BIOLOGY FOR ALLIED HEALTH I,Sep 26-Dec 10,T,1840-2120,162,144,120,,,
CH,53,CL,GENERAL POOL CLASSROOM/ SOE - GEOL,COMM 318U,FAMILY COMMUNICATION,Sep 26-Dec 10,TR,1400-1550,162,101,99,,,
CH,53,CL,GENERAL POOL CLASSROOM/ SOE - GEOL,SPAN 430/ 530,MAJ TOP: IBERO-AMERICAN FILM,Sep 26-Dec 10,TR,1640-1830,162,25,20,,,
CH,53,CL,GENERAL POOL CLASSROOM/ SOE - GEOL,CS 410/ 510,TOP: SPOKEN LANG INTERFACES,Sep 26-Dec 10,W,1730-2110,162,40,30,,,
,,,,,,,,,,,,,,
PNT,102,CL,GENERAL POOL CLASSROOM,CE 315,CIVIL & ENV ENGR PROFESSION,Sep 26-Dec 10,F,0900-1020,166,100,88,,,
PNT,102,CL,GENERAL POOL CLASSROOM,EC 202,PRIN OF MACROECONOMICS,Sep 26-Dec 10,MW,1000-1150,166,100,32,,,
PNT,102,CL,GENERAL POOL CLASSROOM,COMM 314U,PERSUASION,Sep 26-Dec 10,MW,1200-1350,166,85,80,,,
PNT,102,CL,GENERAL POOL CLASSROOM,ACTG 492/ 592S,AUDITING CONCEPTS & PRACTICES,Sep 26-Dec 10,MW,1400-1550,166,45,39,,,
PNT,102,CL,GENERAL POOL CLASSROOM,HST 300,HISTORIC IMAGINATION,Sep 26-Dec 10,MW,1640-1830,166,40,18,,,
PNT,102,CL,GENERAL POOL CLASSROOM,FR 105/ 305,TOPICS IN FRENCH FILM,Sep 26-Dec 10,TR,1000-1150,166,35,20,,,
PNT,102,CL,GENERAL POOL CLASSROOM,COMM 320,INTRO TO POLITICAL COMM,Sep 26-Dec 10,TR,1200-1350,166,55,48,,,
PNT,102,CL,GENERAL POOL CLASSROOM,ME 455/ 555,FINITE ELEMENT MOD/ANLYS,Sep 26-Dec 10,TR,1400-1550,166,160,58,,,
PNT,102,CL,GENERAL POOL CLASSROOM,PHE 480,CONTROV ISS COM HLTH,Sep 26-Dec 10,TR,1640-1830,166,35,8,,,
,,,,,,,,,,,,,,
SH,212,CL,GENERAL POOL CLASSROOM,PHE 250,OUR COMM/OUR HLTH,Sep 26-Dec 10,M,1730-2110,190,115,90,,,
SH,212,CL,GENERAL POOL CLASSROOM,ME 320,FLUID MECHANICS,Sep 26-Dec 10,MW,1015-1205,190,90,60,,,
SH,212,CL,GENERAL POOL CLASSROOM,CH 104,INTRO CHEM I,Sep 26-Dec 10,MWF,0900-1005,190,190,83,,,
SH,212,CL,GENERAL POOL CLASSROOM,LING 399,SPST: LOHAS ENGLISH,Sep 26-Dec 10,MWF,1400-1550,190,20,15,,,
SH,212,CL,GENERAL POOL CLASSROOM,CS 162,INTRO TO COMPUTER SCIENCE II,Sep 26-Dec 10,TR,1000-1150,190,190,147,,,
SH,212,CL,GENERAL POOL CLASSROOM,ACTG 511,FINANCIAL REPORTING,Sep 26-Dec 10,TR,1200-1350,190,35,28,,,
SH,212,CL,GENERAL POOL CLASSROOM,CS 163,DATA STRUCTURES,Sep 26-Dec 10,TR,1400-1550,190,190,161,,,
SH,212,CL,GENERAL POOL CLASSROOM,STAT 464/ 564,APPL REGRESSION ANLY,Sep 26-Dec 10,TR,1715-1830,190,50,47,,,
SH,212,CL,GENERAL POOL CLASSROOM,SW 516,MOTIVATIONAL INTERVIEWING,Oct 05-Dec 10,W,1730-2020,190,30,30,,,
,,,,,,,,,,,,,,
CH,71,CL,GENERAL POOL CLASSROOM,USP 452,GIS FOR COMMUNITY DEVELOPMENT,Sep 26-Dec 10,M,1400-1550,193,22,20,,,
CH,71,CL,GENERAL POOL CLASSROOM,EAS 211,STATICS,Sep 26-Dec 10,MW,0815-1005,193,170,102,,,
CH,71,CL,GENERAL POOL CLASSROOM,SOC 339U,MARRIAGE & INTIMACY,Sep 26-Dec 10,MW,1130-1235,193,100,80,,,
CH,71,CL,GENERAL POOL CLASSROOM,ECE 171,DIGITAL CIRCUITS,Sep 26-Dec 10,MW,1640-1830,193,110,86,,,
CH,71,CL,GENERAL POOL CLASSROOM,BA 325,COMPETING W/INFO TECHNOLOGY,Sep 26-Dec 10,R,1400-1550,193,45,49,,,
CH,71,CL,GENERAL POOL CLASSROOM,MGMT 512,ORGANIZATION MANAGEMENT,Sep 26-Dec 10,T,1215-1605,193,35,30,,,
CH,71,CL,GENERAL POOL CLASSROOM,ECE 221,ELECTRIC CIRCUIT ANALYSIS I,Sep 26-Dec 10,TR,1000-1150,193,96,56,,,
CH,71,CL,GENERAL POOL CLASSROOM,BI 358,EVOLUTION,Sep 26-Dec 10,TR,1640-1830,193,110,93,,,
,,,,,,,,,,,,,,
ASRC,1,CL,GENERAL POOL CLASSROOM,CS 469,SOFTWARE ENGRING CAPSTONE I,Sep 26-Dec 10,M,1840-2120,229,60,55,,,
ASRC,1,CL,GENERAL POOL CLASSROOM,EC 201,PRIN OF MICROECONOMICS,Sep 26-Dec 10,MW,1000-1150,229,215,206,,,
ASRC,1,CL,GENERAL POOL CLASSROOM,ME 452/ 552,CONTROL ENGR I,Sep 26-Dec 10,MW,1200-1350,229,70,33,,,
ASRC,1,CL,GENERAL POOL CLASSROOM,ME 321,ENGR THERMODYNAMICS,Sep 26-Dec 10,MW,1400-1550,229,200,153,,,
ASRC,1,CL,GENERAL POOL CLASSROOM,ME 420/ 520,THERMAL SYS DESIGN,Sep 26-Dec 10,MW,1640-1830,229,50,35,,,
ASRC,1,CL,GENERAL POOL CLASSROOM,PH 221,GEN PHYSICS W/CALCULUS,Sep 26-Dec 10,R,1200-1250,229,90,85,,,
ASRC,1,CL,GENERAL POOL CLASSROOM,PH 201,GENERAL PHYSICS,Sep 26-Dec 10,TR,1000-1150,229,229,219,,,
ASRC,1,CL,GENERAL POOL CLASSROOM,PH 211/ 221,GEN PHYSICS W/CALCULUS,Sep 26-Dec 10,TR,1200-1350,229,139,226,,,
ASRC,1,CL,GENERAL POOL CLASSROOM,ME 213,PROPERTIES OF MATERIALS,Sep 26-Dec 10,TR,1400-1550,229,105,94,,,
ASRC,1,CL,GENERAL POOL CLASSROOM,SPHR 487,HEARING SCIENCES,Sep 26-Dec 10,TR,1640-1830,229,67,65,,,
,,,,,,,,,,,,,,
HOFF,109,CL,GENERAL POOL CLASSROOM/ CONF & EVENTS,EC 314U,PRIVATE & PUBLIC INVEST AN,Sep 26-Dec 10,M,0815-1005,280,155,139,,,
HOFF,109,CL,GENERAL POOL CLASSROOM/ CONF & EVENTS,CS 447P/ 547,COMPUTER GRAPHICS,Sep 26-Dec 10,MW,1400-1550,280,46,28,,,
HOFF,109,CL,GENERAL POOL CLASSROOM/ CONF & EVENTS,PH 211,GEN PHYSICS W/CALCULUS,Sep 26-Dec 10,MW,1640-1830,280,240,163,,,
HOFF,109,CL,GENERAL POOL CLASSROOM/ CONF & EVENTS,BI 211,PRINCIPLES OF BIOLOGY I,Sep 26-Dec 10,MW,1840-2030,280,250,196,,,
HOFF,109,CL,GENERAL POOL CLASSROOM/ CONF & EVENTS,BI 341,INTRODUCTION TO GENETICS,Sep 26-Dec 10,MWF,1015-1120,280,150,129,,,
HOFF,109,CL,GENERAL POOL CLASSROOM/ CONF & EVENTS,CH 334,ORGANIC CHEMISTRY I,Sep 26-Dec 10,TR,0800-0950,280,280,169,,,
HOFF,109,CL,GENERAL POOL CLASSROOM/ CONF & EVENTS,BI 201,"FUND BIOLOGY: CELL, GEN, HERED",Sep 26-Dec 10,TR,1000-1120,280,200,177,,,
HOFF,109,CL,GENERAL POOL CLASSROOM/ CONF & EVENTS,CCJ 330U,CRIME CONTROL STRATEGIES,Sep 26-Dec 10,TR,1200-1350,280,72,38,,,
HOFF,109,CL,GENERAL POOL CLASSROOM/ CONF & EVENTS,CS 161,INTRO PROGRAM & PROB SOLVING,Sep 26-Dec 10,TR,1400-1550,280,160,155,,,
,,,,,,,,,,,,,,
CLSB,1A001,CL,GENERAL POOL CLASSROOM,BI 407,SEM: PSU/OHSU KNIGHT CVI SEM,Sep 26-Dec 10,F,1415-1515,406,250,96,,,
CLSB,1A001,CL,GENERAL POOL CLASSROOM,CH 320,QUANTITATVE ANALYSIS,Sep 26-Dec 10,MW,1345-1535,406,120,100,,,
CLSB,1A001,CL,GENERAL POOL CLASSROOM,CH 221,GENERAL CHEMISTRY I,Sep 26-Dec 10,MWF,0845-0950,406,405,312,,,
CLSB,1A001,CL,GENERAL POOL CLASSROOM,BI 211,PRINCIPLES OF BIOLOGY I,Sep 26-Dec 10,MWF,1000-1105,406,350,317,,,
CLSB,1A001,CL,GENERAL POOL CLASSROOM,CH 334,ORGANIC CHEMISTRY I,Sep 26-Dec 10,MWF,1115-1220,406,405,342,,,
CLSB,1A001,CL,GENERAL POOL CLASSROOM,BI 301,HUMAN ANATOMY & PHYSIOLOGY,Sep 26-Dec 10,MWF,1230-1320,406,280,217,,,
CLSB,1A001,CL,GENERAL POOL CLASSROOM,BI 334,MOLECULAR BIOLOGY,Sep 26-Dec 10,TR,0945-1135,406,180,133,,,
CLSB,1A001,CL,GENERAL POOL CLASSROOM,CH 221,GENERAL CHEMISTRY I,Sep 26-Dec 10,TR,1145-1335,406,405,378,,,
CLSB,1A001,CL,GENERAL POOL CLASSROOM,BI 301,HUMAN ANATOMY & PHYSIOLOGY,Sep 26-Dec 10,TR,1615-1735,406,340,279,,,
EB,250,CL,CIVIL & ENVIRONMENTAL ENGINEERING,,,,,,8,8,0,,,
,,,,,,,,,,,,,,
EB,425,CL,MECHANICAL AND MATERIALS ENGINEERING,,,,,,8,8,0,,,
,,,,,,,,,,,,,,
SEC,151,CL,SCHOOL OF ART & DESIGN,ART 598,SOCIAL PRACTICE: WORKSHOP,Sep 26-Dec 10,T,0900-1150,10,25,12,,,
SEC,151,CL,SCHOOL OF ART & DESIGN,ART 586,VISITING ARTIST PRG/GROUP CRIT,Sep 26-Dec 10,T,1300-1550,10,25,9,,,
,,,,,,,,,,,,,,
SEC,158A,CL,SCHOOL OF ART & DESIGN,,,,,,10,10,0,,,
,,,,,,,,,,,,,,
URBN,610,CL,HATFIELD SCHOOL OF GOVERNMENT,PS 554,INTERNATNL POL ECON,Sep 26-Dec 10,TR,1640-1830,10,10,3,,,
,,,,,,,,,,,,,,
URBN,612,CL,HATFIELD SCHOOL OF GOVERNMENT,,,,,,10,10,0,,,
,,,,,,,,,,,,,,
ASRC,622,CONF,SCHOOL OF SOCIAL WORK - DEAN'S OFFICE,SW 511,FOUND FIELD PLACE & SEM,Sep 26-Dec 10,T,1600-1720,12,15,6,,,
,,,,,,,,,,,,,,
CH,268,CL,SOCIOLOGY,,,,,-,12,12,0,,,
,,,,,,,,,,,,,,
CH,488,CL,HISTORY DEPARTMENT,HST 460/ 560,TOP IN EURO INT HST: BOOK TRAD,Sep 26-Dec 10,TR,1000-1150,12,15,6,,,
CH,488,CL,HISTORY DEPARTMENT,HST 514,GRAD RSRCH COLLOQUIUM,Sep 26-Dec 10,W,1130-1230,12,13,7,,,
CH,488,CL,HISTORY DEPARTMENT,HST 491/ 591,READINGS IN HST: MONEY,Sep 26-Dec 10,W,1730-2110,12,12,8,,,
,,,,,,,,,,,,,,
EB,450,CL,MECHANICAL AND MATERIALS ENGINEERING,,,,,,12,12,0,,,
,,,,,,,,,,,,,,
SRTC,148,CONF,PHYSICS,PH 299,SPST: WORKSHOP FOR PH 211,Sep 26-Dec 10,R,1000-1150,12,10,8,,,
,,,,,,,,,,,,,,
CH,245,CL,UNIVERSITY STUDIES,INTL 240D/ 233C,MENTORED INQUIRY WORKSHOP,Sep 26-Dec 10,F,1210-1300,15,12,13,,,
CH,245,CL,UNIVERSITY STUDIES,INTL 240D/ 233C,MENTORED INQUIRY WORKSHOP,Sep 26-Dec 10,F,1310-1400,15,12,13,,,
CH,245,CL,UNIVERSITY STUDIES,UNST 230A,MENTORED INQUIRY WORKSHOP,Sep 26-Dec 10,M,1400-1450,15,13,13,,,
CH,245,CL,UNIVERSITY STUDIES,UNST 230A,MENTORED INQUIRY WORKSHOP,Sep 26-Dec 10,M,1500-1550,15,12,11,,,
CH,245,CL,UNIVERSITY STUDIES,UNST 239C,MENTORED INQUIRY WORKSHOP,Sep 26-Dec 10,M,1730-1820,15,12,11,,,
CH,245,CL,UNIVERSITY STUDIES,UNST 239C,MENTORED INQUIRY WORKSHOP,Sep 26-Dec 10,M,1830-1920,15,12,11,,,
CH,245,CL,UNIVERSITY STUDIES,UNST 107K,MENTORED INQUIRY,Sep 26-Dec 10,MW,1015-1105,15,12,12,,,
CH,245,CL,UNIVERSITY STUDIES,UNST 107K,MENTORED INQUIRY,Sep 26-Dec 10,MW,1130-1220,15,12,12,,,
CH,245,CL,UNIVERSITY STUDIES,UNST 107K,MENTORED INQUIRY,Sep 26-Dec 10,MW,1245-1335,15,12,12,,,
CH,245,CL,UNIVERSITY STUDIES,UNST 234G,MENTORED INQUIRY WORKSHOP,Sep 26-Dec 10,R,0830-0920,15,12,12,,,
CH,245,CL,UNIVERSITY STUDIES,UNST 234G,MENTORED INQUIRY WORKSHOP,Sep 26-Dec 10,R,1100-1150,15,12,11,,,
CH,245,CL,UNIVERSITY STUDIES,UNST 242A,MENTORED INQUIRY WORKSHOP,Sep 26-Dec 10,R,1300-1350,15,12,11,,,
CH,245,CL,UNIVERSITY STUDIES,UNST 234A,MENTORED INQUIRY WORKSHOP,Sep 26-Dec 10,R,1400-1450,15,12,13,,,
CH,245,CL,UNIVERSITY STUDIES,UNST 230C,MENTORED INQUIRY WORKSHOP,Sep 26-Dec 10,R,1730-1820,15,12,11,,,
CH,245,CL,UNIVERSITY STUDIES,UNST 234G,MENTORED INQUIRY WORKSHOP,Sep 26-Dec 10,T,0830-0920,15,12,12,,,
CH,245,CL,UNIVERSITY STUDIES,UNST 242A,MENTORED INQUIRY WORKSHOP,Sep 26-Dec 10,T,1300-1350,15,12,12,,,
CH,245,CL,UNIVERSITY STUDIES,UNST 234A,MENTORED INQUIRY WORKSHOP,Sep 26-Dec 10,T,1400-1450,15,13,13,,,
CH,245,CL,UNIVERSITY STUDIES,UNST 234A,MENTORED INQUIRY WORKSHOP,Sep 26-Dec 10,T,1500-1550,15,12,11,,,
CH,245,CL,UNIVERSITY STUDIES,UNST 230C,MENTORED INQUIRY WORKSHOP,Sep 26-Dec 10,T,1730-1820,15,13,12,,,
CH,245,CL,UNIVERSITY STUDIES,UNST 230C,MENTORED INQUIRY WORKSHOP,Sep 26-Dec 10,T,1830-1920,15,12,11,,,
CH,245,CL,UNIVERSITY STUDIES,UNST 230A,MENTORED INQUIRY WORKSHOP,Sep 26-Dec 10,W,1400-1450,15,12,12,,,
CH,245,CL,UNIVERSITY STUDIES,UNST 239C,MENTORED INQUIRY WORKSHOP,Sep 26-Dec 10,W,1730-1820,15,12,11,,,
,,,,,,,,,,,,,,
NH,79,CONF,SPEECH & HEARING SCIENCE,SPHR 559,AUGMNTATV/ALTERNTV COMM,Sep 26-Dec 10,T,1600-1750,15,15,8,,,
NH,79,CONF,SPEECH & HEARING SCIENCE,SPHR 559,AUGMNTATV/ALTERNTV COMM,Sep 26-Dec 10,T,1800-1950,15,19,19,,,
,,,,,,,,,,,,,,
NH,467,CONF,ENGLISH,WR 510,TOP: MFA/ CRAFT COLLOQUIUM,SEP 27-Nov 29,T,1200-1350,15,12,12,,,
NH,467,CONF,ENGLISH,WR 521,MFA CORE WORKSHOP FICTION,Sep 26-Dec 10,T,1400-1830,15,12,9,,,
,,,,,,,,,,,,,,
SH,250,CL,SCHOOL OF ARCHITECTURE,ARCH 434/ 534,"TOP: ARCH, HISTORY & THEORY",Sep 26-Dec 10,MW,1000-1150,15,15,17,,,
SH,250,CL,SCHOOL OF ARCHITECTURE,ARCH 511,PRO-THESIS SEMINAR,Sep 26-Dec 10,TR,0900-1100,15,0,10,,,
SH,250,CL,SCHOOL OF ARCHITECTURE,ARCH 560,ADV ARCHITECTURAL TECHNOLOGY,Sep 26-Dec 10,TR,1200-1350,15,0,15,,,
SH,250,CL,SCHOOL OF ARCHITECTURE,ARCH 567,ADV ARCHITECTURAL STRUCTURES,Sep 26-Dec 10,TR,1700-1830,15,12,11,,,
,,,,,,,,,,,,,,
CLSB,1S006,CL,OHSU,CH 384,ORG CHEM WORKSHOP I,Sep 26-Dec 10,R,1400-1550,16,12,11,,,
,,,,,,,,,,,,,,
CLSB,2S012,CL,OHSU,CH 384,ORG CHEM WORKSHOP I,Sep 26-Dec 10,R,1000-1150,16,12,7,,,
,,,,,,,,,,,,,,
CLSB,5S052,CONF,OHSU,CH 284,GEN CHEM WORKSHOP I,Sep 26-Dec 10,W,1300-1450,16,10,9,,,
,,,,,,,,,,,,,,
CLSB,5S054,CONF,OHSU,CH 284,GEN CHEM WORKSHOP I,Sep 26-Dec 10,R,1000-1150,16,10,11,,,
,,,,,,,,,,,,,,
NH,346,CL,F MASSEH DEPT OF MATH & STAT,MTH 634,ALGEBRAIC TOP I,Sep 26-Dec 10,MW,1715-1830,17,15,12,,,
NH,346,CL,F MASSEH DEPT OF MATH & STAT,MTH 667,STOCH PROC-PR TH I,Sep 26-Dec 10,MWF,1130-1220,17,15,10,,,
NH,346,CL,F MASSEH DEPT OF MATH & STAT,MTH 617,FUNC ANALYSIS I,Sep 26-Dec 10,MWF,1245-1335,17,15,10,,,
NH,346,CL,F MASSEH DEPT OF MATH & STAT,MTH 692,RES METH AND DESIGN,Sep 26-Dec 10,T,1600-1830,17,10,5,,,
NH,346,CL,F MASSEH DEPT OF MATH & STAT,MTH 651,ADV NUMERICAL AN I,Sep 26-Dec 10,TR,1200-1315,17,15,9,,,
,,,,,,,,,,,,,,
FAB,88-03,CL,COMPUTER SCIENCE,CS 570,MACHINE LEARNING SEMINAR,Sep 26-Dec 10,R,1600-1730,18,18,15,,,
,,,,,,,,,,,,,,
URBN,311,CL,SCHOOL OF URBAN STUDIES & PLANNING,GEOG 607,SEM: URBN RESILNCE TO CLIM,SEPT 26-Dec 10,M,1530-1630,18,16,2,,,
URBN,311,CL,SCHOOL OF URBAN STUDIES & PLANNING,USP 517,URBAN ECON DEVELOPMENT POL,Sep 26-Dec 10,R,1600-1830,18,20,11,,,
URBN,311,CL,SCHOOL OF URBAN STUDIES & PLANNING,USP 614,HST & THEORY URB STD,Sep 26-Dec 10,T,1300-1540,18,22,12,,,
,,,,,,,,,,,,,,
URBN,411,CL,SCHOOL OF COMMUNITY HEALTH,PHE 252,FIRST AID,Sep 26-Dec 10,F,0900-1240,18,18,16,,,
URBN,411,CL,SCHOOL OF COMMUNITY HEALTH,PHE 558/ 658,PERSPECT ON AGING,Sep 26-Dec 10,T,1600-1830,18,20,13,,,
URBN,411,CL,SCHOOL OF COMMUNITY HEALTH,PHE 530,EPIDEMIOLOGY I,Sep 26-Dec 10,TR,1200-1350,18,40,5,,,
,,,,,,,,,,,,,,
URBN,511,CONF,HATFIELD SCHOOL OF GOVERNMENT,PA 572,COLMBIA RIVER BASIN GOVERNCE,Oct 01-Dec 10,F,1200-1600,18,20,10,,,
URBN,511,CONF,HATFIELD SCHOOL OF GOVERNMENT,PA 521,HST/FOUND NONPROFIT,Sep 26-Dec 10,T,1600-1830,18,18,6,,,
URBN,611,CL,HATFIELD SCHOOL OF GOVERNMENT,PAP 620/ PS 520,SEM AMER POL INSTS,Sep 26-Dec 10,M,1600-1830,18,10,6,,,
URBN,611,CL,HATFIELD SCHOOL OF GOVERNMENT,PS 410/ 510,TOP: FEMINIST POL THOUGHT,Sep 26-Dec 10,W,1730-2110,18,18,13,,,
,,,,,,,,,,,,,,
AB,140,CONF,SCHOOL OF ART & DESIGN,ARH 407/ 507,SEM: MEDIEVAL MOSAICS,Sep 26-Dec 10,F,1000-1250,20,15,6,,,
AB,140,CONF,SCHOOL OF ART & DESIGN,ART 581,MFA GR SEM I: TOP IN CNTMP ART,Sep 26-Dec 10,M,1300-1450,20,15,2,,,
AB,140,CONF,SCHOOL OF ART & DESIGN,ART 227,INTRO ART & SOCIAL PRACTICES,Sep 26-Dec 10,MW,0900-1150,20,20,8,,,
AB,140,CONF,SCHOOL OF ART & DESIGN,ART 399,SPST: MUSEUM IN A PUBLIC SCHL,Sep 26-Dec 10,R,0830-1220,20,20,7,,,
AB,140,CONF,SCHOOL OF ART & DESIGN,ART 582,MFA GR SEM II: WRITING & RES,Sep 26-Dec 10,W,1800-1950,20,10,5,,,
,,,,,,,,,,,,,,
CH,265,CL,SOCIOLOGY,SOC 590,SOCIAL RESRCH STRAT,Sep 26-Dec 10,M,1400-1650,20,20,12,,,
CH,265,CL,SOCIOLOGY,SOC 510/ 610,TOP: MENTAL ILLNESS,Sep 26-Dec 10,R,1400-1650,20,20,7,,,
CH,265,CL,SOCIOLOGY,SOC 591,THEORET PERSPEC SOC,Sep 26-Dec 10,T,1400-1650,20,20,8,,,
CH,265,CL,SOCIOLOGY,SOC 537/ 637,QUALITATIVE DATA ANALYSIS,Sep 26-Dec 10,W,1400-1650,20,20,20,,,
,,,,,,,,,,,,,,
EB,350,CL,MECHANICAL AND MATERIALS ENGINEERING,,,,,,20,20,0,,,
,,,,,,,,,,,,,,
FAB,252,CONF,COUNSELOR EDUCATION,COUN 509,PRAC: COUNSELING / PEEER SUPERVISION,Sep 26-Dec 10,M,0900-1420,20,12,11,,,
FAB,252,CONF,COUNSELOR EDUCATION,COUN 509,PRAC: COUNSELING / PEEER SUPERVISION,Sep 26-Dec 10,R,1600-2120,20,12,11,,,
FAB,252,CONF,COUNSELOR EDUCATION,COUN 509,PRAC: COUNSELING / PEEER SUPERVISION,Sep 26-Dec 10,T,1600-2120,20,12,11,,,
,,,,,,,,,,,,,,
PKM,101,CONF,SCHOOL OF GENDER  RACE  AND NATIONS,WS 377U,TOP: ECOFEMINIST SPIRITUALITY,Sep 26-Dec 10,MW,1400-1550,20,20,13,,,
PKM,101,CONF,SCHOOL OF GENDER  RACE  AND NATIONS,WS 411,EXPERIENTIAL LEARNING SEMINAR,Sep 26-Dec 10,R,1600-1750,20,15,9,,,
,,,,,,,,,,,,,,
USB,402M,CONF,ADVISING & CAREER SERVICES,UNST 195,CAREER PLANNING,Sep 30-Oct 28,F,1000-1150,20,20,8,,,
USB,402M,CONF,ADVISING & CAREER SERVICES,UNST 195,CAREER PLANNING,Sep 26-Dec 10,T,1300-1350,20,15,11,,,
,,,,,,,,,,,,,,
CH,447,CL,HISTORY DEPARTMENT,HST 492/ 592,RES: 19TH CENTURY WORLD,Sep 26-Dec 10,M,1730-2110,22,20,11,,,
CH,447,CL,HISTORY DEPARTMENT,HST 411/ 511,PUB HST LAB: PODCASTS & HSTRY,Sep 26-Dec 10,T,1000-1250,22,20,10,,,
CH,447,CL,HISTORY DEPARTMENT,HST 361,MODERN FRANCE/WORLD SINCE 1815,Sep 26-Dec 10,TR,1400-1550,22,20,20,,,
CH,447,CL,HISTORY DEPARTMENT,CHLA 325/ HST 325,"CHICANO/A HISTORY, 1492-1900",Sep 26-Dec 10,W,1800-2100,22,15,13,,,
,,,,,,,,,,,,,,
CH,69,CL,SCHOOL OF THE ENVIRONMENT - GEOLOGY,G 438/ 548,SCAN ELEC MICSP BIOGEOSCIENCES,Sep 26-Dec 10,TR,1400-1650,24,24,18,,,
,,,,,,,,,,,,,,
CH,307,CL,ECONOMICS/ PSYCHOLOGY,PSY 510/ 610,TOP: CATEGORICAL DATA ANALYSIS,Sep 26-Dec 10,M,0845-1130,24,16,8,,,
CH,307,CL,ECONOMICS/ PSYCHOLOGY,PSY 510/ 610,"TOP: PRNTS, TCHRS, PEERS & SCH",Sep 26-Dec 10,TR,1400-1550,24,10,12,,,
CH,307,CL,ECONOMICS/ PSYCHOLOGY,EC 570,ECONOMETRICS,Sep 26-Dec 10,TR,1640-1830,24,20,16,,,
CH,307,CL,ECONOMICS/ PSYCHOLOGY,EC 575,APPLIED ADVANCED ECONOMETRICS,Sep 26-Dec 10,TR,1840-2030,24,15,7,,,
CH,307,CL,ECONOMICS/ PSYCHOLOGY,PSY 510/ 610,TOP: SOCIAL & COMMUNITY INTERV,Sep 26-Dec 10,W,0845-1230,24,13,11,,,
,,,,,,,,,,,,,,
CH,494,CL,HISTORY DEPARTMENT,HST 500,INTRO MA PROGRAM IN HST,Sep 26-Dec 10,M,1730-2110,24,22,9,,,
CH,494,CL,HISTORY DEPARTMENT,HST 495/ 595,COMPARATIVE WORLD HST,Sep 26-Dec 10,MW,0815-1005,24,30,13,,,
CH,494,CL,HISTORY DEPARTMENT,HST 430/ 530,ROOTS OF AMERICAN CULTURE,Sep 26-Dec 10,MWF,1015-1120,24,30,17,,,
CH,494,CL,HISTORY DEPARTMENT,HST 327U,"US HISTORY, 1890-1932",Sep 26-Dec 10,MWF,1245-1350,24,30,24,,,
CH,494,CL,HISTORY DEPARTMENT,HST 491/ 591,READINGS IN HST: ROMAN REPUB,Sep 26-Dec 10,T,0830-1130,24,20,20,,,
CH,494,CL,HISTORY DEPARTMENT,HST 495/ 595,COMPARATIVE WORLD HST,Sep 26-Dec 10,TR,1200-1350,24,25,22,,,
CH,494,CL,HISTORY DEPARTMENT,HST 425/ 525,MODERN CHINA,Sep 26-Dec 10,TR,1640-1830,24,30,8,,,
CH,494,CL,HISTORY DEPARTMENT,HST 491/ 591,READINGS IN HST: US VIOLENCE,Sep 26-Dec 10,W,1730-2110,24,20,20,,,
,,,,,,,,,,,,,,
HGCDC,350,CL,HELEN GORDON CHILD DEVELOPMENT CENTER,CFS 385U,WORKING W/DIVERSE FAMILIES,Sep 26-Dec 10,W,1600-1940,24,42,41,,,
,,,,,,,,,,,,,,
